,p1_len,p2_len,label,p1_len_bin,p2_len_bin
2122,564,235,0,600,250
2123,614,773,1,650,800
2124,320,315,1,350,350
2125,1426,406,1,1450,450
2126,258,431,1,300,450
2127,631,200,0,650,200
2128,277,261,1,300,300
2129,501,683,1,550,700
2130,395,351,1,400,400
2131,99,54,0,100,100
2132,317,578,0,350,600
2133,1935,1274,1,1950,1300
2134,234,177,0,250,200
2135,333,255,1,350,300
2136,972,513,1,1000,550
2137,270,268,1,300,300
2138,1581,380,1,1600,400
2139,625,505,0,650,550
2140,557,776,1,600,800
2141,428,69,0,450,100
2142,582,508,1,600,550
2143,635,864,0,650,900
2144,353,364,1,400,400
2145,439,364,0,450,400
2146,578,922,0,600,950
2147,839,943,0,850,950
2148,719,504,0,750,550
2149,961,566,0,1000,600
2150,480,96,1,500,100
2151,472,814,1,500,850
2152,424,315,0,450,350
2153,429,380,0,450,400
2154,628,239,0,650,250
2155,386,846,0,400,850
2156,773,781,1,800,800
2157,913,315,1,950,350
2158,653,587,0,700,600
2159,1935,1937,1,1950,1950
2160,256,400,0,300,400
2161,194,736,0,200,750
2162,1049,115,0,1050,150
2163,736,811,0,750,850
2164,462,1651,0,500,1700
2165,811,766,0,850,800
2166,322,765,1,350,800
2167,105,76,1,150,100
2168,415,449,1,450,450
2169,457,334,0,500,350
2170,439,522,1,450,550
2171,598,353,0,600,400
2172,91,1041,1,100,1050
2173,115,100,0,150,100
2174,557,312,1,600,350
2175,382,3000,0,400,3000
2176,483,1249,0,500,1250
2177,98,70,1,100,100
2178,697,327,0,700,350
2179,797,427,1,800,450
2180,977,185,0,1000,200
2181,633,235,1,650,250
2182,216,734,1,250,750
2183,173,528,0,200,550
2184,98,747,0,100,750
2185,895,282,1,900,300
2186,375,505,1,400,550
2187,164,100,0,200,100
2188,326,478,0,350,500
2189,147,260,0,150,300
2190,2725,356,0,2750,400
2191,103,437,1,150,450
2192,461,70,0,500,100
2193,725,371,0,750,400
2194,243,364,1,250,400
2195,598,625,0,600,650
2196,93,359,0,100,400
2197,1304,104,0,1350,150
2198,839,365,0,850,400
2199,499,96,1,500,100
2200,86,325,1,100,350
2201,322,1156,1,350,1200
2202,520,442,1,550,450
2203,598,1938,0,600,1950
2204,865,483,0,900,500
2205,888,1002,0,900,1050
2206,1539,229,0,1550,250
2207,499,513,1,500,550
2208,95,439,1,100,450
2209,221,164,1,250,200
2210,808,863,1,850,900
2211,977,396,1,1000,400
2212,1041,142,1,1050,150
2213,199,513,1,200,550
2214,1036,126,0,1050,150
2215,415,390,1,450,400
2216,566,734,1,600,750
2217,478,406,1,500,450
2218,1873,365,0,1900,400
2219,869,921,0,900,950
2220,529,310,1,550,350
2221,683,322,1,700,350
2222,258,133,1,300,150
2223,822,558,0,850,600
2224,117,464,1,150,500
2225,748,686,1,750,700
2226,1935,2541,0,1950,2550
2227,2220,71,0,2250,100
2228,286,1958,0,300,2000
2229,798,486,1,800,500
2230,322,683,0,350,700
2231,811,800,0,850,800
2232,371,269,0,400,300
2233,421,379,0,450,400
2234,770,787,1,800,800
2235,298,776,1,300,800
2236,233,263,0,250,300
2237,281,442,0,300,450
2238,454,1430,1,500,1450
2239,527,255,0,550,300
2240,79,776,1,100,800
2241,804,445,0,850,450
2242,1054,258,0,1100,300
2243,2541,1052,1,2550,1100
2244,550,797,1,550,800
2245,968,906,1,1000,950
2246,172,425,1,200,450
2247,397,382,0,400,400
2248,179,340,0,200,350
2249,1475,2012,1,1500,2050
2250,748,364,0,750,400
2251,557,895,1,600,900
2252,564,546,0,600,550
2253,287,290,0,300,300
2254,484,273,0,500,300
2255,417,326,0,450,350
2256,1304,156,1,1350,200
2257,346,998,1,350,1000
2258,696,94,0,700,100
2259,207,578,0,250,600
2260,577,365,1,600,400
2261,2541,473,0,2550,500
2262,79,247,0,100,250
2263,103,128,1,150,150
2264,894,745,1,900,750
2265,252,711,1,300,750
2266,442,93,0,450,100
2267,296,254,1,300,300
2268,317,739,0,350,750
2269,146,365,0,150,400
2270,424,736,1,450,750
2271,427,1378,1,450,1400
2272,591,2209,1,600,2250
2273,439,128,1,450,150
2274,972,820,1,1000,850
2275,114,732,0,150,750
2276,1154,770,1,1200,800
2277,260,1103,1,300,1150
2278,414,288,0,450,300
2279,202,961,0,250,1000
2280,860,442,1,900,450
2281,866,739,1,900,750
2282,315,69,1,350,100
2283,258,332,0,300,350
2284,860,350,0,900,350
2285,522,139,1,550,150
2286,68,67,1,100,100
2287,504,310,1,550,350
2288,1067,325,0,1100,350
2289,209,546,1,250,550
2290,199,1097,0,200,1100
2291,484,315,0,500,350
2292,291,787,0,300,800
2293,501,424,1,550,450
2294,778,543,0,800,550
2295,258,352,1,300,400
2296,520,860,1,550,900
2297,1031,464,1,1050,500
2298,546,741,1,550,750
2299,658,1484,0,700,1500
2300,396,683,1,400,700
2301,144,654,1,150,700
2302,95,513,1,100,550
2303,290,1508,0,300,1550
2304,168,1455,0,200,1500
2305,822,1944,1,850,1950
2306,372,600,0,400,600
2307,300,349,1,300,350
2308,312,2136,1,350,2150
2309,85,597,1,100,600
2310,325,374,1,350,400
2311,310,558,0,350,600
2312,1475,115,0,1500,150
2313,67,340,1,100,350
2314,913,146,1,950,150
2315,282,74,0,300,100
2316,115,661,0,150,700
2317,1441,230,0,1450,250
2318,481,861,0,500,900
2319,69,133,1,100,150
2320,501,972,1,550,1000
2321,335,175,1,350,200
2322,276,217,1,300,250
2323,333,431,1,350,450
2324,96,142,1,100,150
2325,291,1020,0,300,1050
2326,566,418,0,600,450
2327,404,444,0,450,450
2328,1041,139,1,1050,150
2329,500,1098,0,500,1100
2330,436,2266,0,450,2300
2331,797,770,0,800,800
2332,941,322,1,950,350
2333,327,2161,1,350,2200
2334,820,128,1,850,150
2335,499,820,1,500,850
2336,1094,1220,1,1100,1250
2337,364,755,0,400,800
2338,866,1848,0,900,1850
2339,396,941,1,400,950
2340,526,1093,0,550,1100
2341,889,419,0,900,450
2342,504,465,0,550,500
2343,439,424,1,450,450
2344,464,1227,0,500,1250
2345,447,382,0,450,400
2346,866,352,0,900,400
2347,794,390,0,800,400
2348,202,482,1,250,500
2349,565,824,1,600,850
2350,91,424,1,100,450
2351,594,483,0,600,500
2352,379,418,1,400,450
2353,351,682,0,400,700
2354,189,1020,0,200,1050
2355,631,1996,0,650,2000
2356,773,235,0,800,250
2357,835,386,0,850,400
2358,2177,269,0,2200,300
2359,304,266,1,350,300
2360,390,501,1,400,550
2361,519,543,0,550,550
2362,359,265,1,400,300
2363,229,772,0,250,800
2364,406,328,0,450,350
2365,128,782,0,150,800
2366,500,73,0,500,100
2367,110,632,0,150,650
2368,184,860,0,200,900
2369,268,2325,0,300,2350
2370,550,759,1,550,800
2371,1094,765,1,1100,800
2372,116,76,1,150,100
2373,454,310,0,500,350
2374,290,340,0,300,350
2375,103,325,0,150,350
2376,904,566,1,950,600
2377,1058,424,0,1100,450
2378,164,1298,0,200,1300
2379,423,379,0,450,400
2380,268,484,0,300,500
2381,797,1140,1,800,1150
2382,546,559,1,550,600
2383,159,482,0,200,500
2384,1020,1606,0,1050,1650
2385,354,363,0,400,400
2386,800,1124,0,800,1150
2387,731,1507,1,750,1550
2388,357,218,1,400,250
2389,495,860,1,500,900
2390,829,1461,0,850,1500
2391,781,747,0,800,750
2392,894,393,0,900,400
2393,1026,256,0,1050,300
2394,1103,632,0,1150,650
2395,2541,2725,1,2550,2750
2396,124,2240,0,150,2250
2397,333,325,1,350,350
2398,256,217,1,300,250
2399,3000,1782,0,3000,1800
2400,86,683,1,100,700
2401,1659,713,0,1700,750
2402,110,339,0,150,350
2403,70,76,1,100,100
2404,131,280,1,150,300
2405,647,748,0,650,750
2406,382,336,0,400,350
2407,524,265,0,550,300
2408,352,164,0,400,200
2409,503,235,0,550,250
2410,347,199,0,350,200
2411,344,182,0,350,200
2412,757,94,0,800,100
2413,265,308,1,300,350
2414,550,597,1,550,600
2415,461,998,0,500,1000
2416,1937,801,0,1950,850
2417,142,683,1,150,700
2418,913,1507,1,950,1550
2419,380,546,1,400,550
2420,312,110,1,350,150
2421,124,158,0,150,200
2422,475,519,0,500,550
2423,339,344,0,350,350
2424,144,389,0,150,400
2425,252,931,0,300,950
2426,539,766,0,550,800
2427,433,241,1,450,250
2428,115,115,1,150,150
2429,749,78,0,750,100
2430,262,330,1,300,350
2431,461,367,0,500,400
2432,1382,333,1,1400,350
2433,2012,1436,1,2050,1450
2434,923,1871,1,950,1900
2435,159,805,0,200,850
2436,1032,393,0,1050,400
2437,142,540,0,150,550
2438,857,298,0,900,300
2439,352,113,1,400,150
2440,1026,706,0,1050,750
2441,414,417,0,450,450
2442,685,465,0,700,500
2443,1153,1555,0,1200,1600
2444,557,396,1,600,400
2445,86,128,1,100,150
2446,258,133,0,300,150
2447,219,541,0,250,550
2448,233,341,1,250,350
2449,545,731,0,550,750
2450,224,1484,0,250,1500
2451,349,504,1,350,550
2452,199,972,1,200,1000
2453,452,217,1,500,250
2454,1208,719,1,1250,750
2455,103,439,1,150,450
2456,93,1499,0,100,1500
2457,247,829,0,250,850
2458,298,225,0,300,250
2459,664,123,0,700,150
2460,310,124,1,350,150
2461,557,503,0,600,550
2462,196,1812,0,200,1850
2463,258,495,0,300,500
2464,325,128,1,350,150
2465,564,380,0,600,400
2466,155,683,1,200,700
2467,199,96,1,200,100
2468,425,377,0,450,400
2469,1580,96,0,1600,100
2470,333,1447,0,350,1450
2471,252,795,0,300,800
2472,499,424,1,500,450
2473,972,155,1,1000,200
2474,406,411,1,450,450
2475,320,365,0,350,400
2476,472,589,0,500,600
2477,437,542,0,450,550
2478,423,154,1,450,200
2479,103,501,1,150,550
2480,557,1304,1,600,1350
2481,390,1124,0,400,1150
2482,499,439,1,500,450
2483,117,575,0,150,600
2484,567,906,0,600,950
2485,91,139,1,100,150
2486,2090,330,0,2100,350
2487,464,270,1,500,300
2488,200,1067,1,200,1100
2489,148,128,1,150,150
2490,354,333,0,400,350
2491,522,155,1,550,200
2492,342,637,1,350,650
2493,519,380,0,550,400
2494,798,725,0,800,750
2495,123,385,0,150,400
2496,1657,894,1,1700,900
2497,421,466,0,450,500
2498,504,1508,0,550,1550
2499,776,424,1,800,450
2500,913,442,1,950,450
2501,800,155,1,800,200
2502,1031,755,1,1050,800
2503,349,1508,0,350,1550
2504,342,505,0,350,550
2505,630,327,0,650,350
2506,631,620,1,650,650
2507,86,464,1,100,500
2508,241,439,1,250,450
2509,389,439,1,400,450
2510,371,158,1,400,200
2511,847,406,0,850,450
2512,887,492,0,900,500
2513,380,483,1,400,500
2514,282,256,0,300,300
2515,159,511,0,200,550
2516,91,565,1,100,600
2517,787,711,0,800,750
2518,435,86,0,450,100
2519,499,2136,1,500,2150
2520,1187,427,1,1200,450
2521,719,403,0,750,450
2522,184,775,0,200,800
2523,258,374,1,300,400
2524,1368,178,1,1400,200
2525,348,566,0,350,600
2526,217,217,1,250,250
2527,139,464,1,150,500
2528,1368,117,1,1400,150
2529,415,952,0,450,1000
2530,110,755,1,150,800
2531,1017,372,0,1050,400
2532,148,1958,0,150,2000
2533,503,371,0,550,400
2534,439,139,1,450,150
2535,811,1321,0,850,1350
2536,322,1220,1,350,1250
2537,300,268,0,300,300
2538,318,217,0,350,250
2539,709,861,0,750,900
2540,477,410,0,500,450
2541,148,866,0,150,900
2542,1599,445,1,1600,450
2543,96,796,0,100,800
2544,417,417,1,450,450
2545,96,522,1,100,550
2546,179,128,1,200,150
2547,265,254,1,300,300
2548,466,372,1,500,400
2549,247,344,0,250,350
2550,662,687,0,700,700
2551,772,322,0,800,350
2552,364,372,1,400,400
2553,148,139,1,150,150
2554,141,465,0,150,500
2555,913,942,1,950,950
2556,315,445,1,350,450
2557,731,913,1,750,950
2558,517,895,1,550,900
2559,623,540,0,650,550
2560,415,536,0,450,550
2561,393,372,1,400,400
2562,167,477,0,200,500
2563,972,156,1,1000,200
2564,566,520,1,600,550
2565,942,1140,1,950,1150
2566,158,444,1,200,450
2567,499,941,1,500,950
2568,861,546,1,900,550
2569,141,465,0,150,500
2570,546,1507,1,550,1550
2571,1812,890,1,1850,900
2572,105,890,0,150,900
2573,402,1024,0,450,1050
2574,131,1508,1,150,1550
2575,208,1848,0,250,1850
2576,472,325,1,500,350
2577,499,800,1,500,800
2578,840,609,1,850,650
2579,249,674,0,250,700
2580,881,941,0,900,950
2581,1659,714,0,1700,750
2582,545,517,0,550,550
2583,461,985,0,500,1000
2584,536,338,0,550,350
2585,382,369,1,400,400
2586,1058,1508,1,1100,1550
2587,502,146,1,550,150
2588,298,313,1,300,350
2589,312,513,1,350,550
2590,1555,913,0,1600,950
2591,393,358,0,400,400
2592,425,1988,0,450,2000
2593,118,417,0,150,450
2594,1745,1156,0,1750,1200
2595,360,390,0,400,400
2596,1914,1098,0,1950,1100
2597,1599,325,1,1600,350
2598,591,1032,1,600,1050
2599,494,816,0,500,850
2600,320,357,1,350,400
2601,348,234,0,350,250
2602,683,224,0,700,250
2603,252,952,0,300,1000
2604,1304,424,1,1350,450
2605,202,70,0,250,100
2606,885,687,0,900,700
2607,210,178,1,250,200
2608,398,640,0,400,650
2609,508,626,0,550,650
2610,180,628,0,200,650
2611,514,363,0,550,400
2612,762,1871,0,800,1900
2613,396,110,1,400,150
2614,86,396,1,100,400
2615,96,941,1,100,950
2616,520,597,1,550,600
2617,408,247,0,450,250
2618,1601,643,0,1650,650
2619,114,732,0,150,750
2620,1304,499,1,1350,500
2621,546,216,1,550,250
2622,77,536,0,100,550
2623,1873,1103,1,1900,1150
2624,464,128,1,500,150
2625,2419,244,0,2450,250
2626,465,424,1,500,450
2627,437,464,1,450,500
2628,357,113,1,400,150
2629,429,1382,0,450,1400
2630,520,600,1,550,600
2631,731,597,1,750,600
2632,484,747,0,500,750
2633,148,501,1,150,550
2634,400,163,0,400,200
2635,526,68,0,550,100
2636,104,406,0,150,450
2637,532,714,0,550,750
2638,423,336,0,450,350
2639,1041,941,1,1050,950
2640,1455,262,0,1500,300
2641,396,128,1,400,150
2642,213,198,0,250,200
2643,235,201,0,250,250
2644,297,461,0,300,500
2645,3000,403,0,3000,450
2646,119,519,0,150,550
2647,400,865,0,400,900
2648,633,955,1,650,1000
2649,762,403,0,800,450
2650,1304,282,1,1350,300
2651,499,464,1,500,500
2652,578,836,0,600,850
2653,360,465,1,400,500
2654,64,465,0,100,500
2655,123,879,0,150,900
2656,462,69,0,500,100
2657,499,155,1,500,200
2658,1054,334,0,1100,350
2659,276,241,1,300,250
2660,1426,773,1,1450,800
2661,1098,411,0,1100,450
2662,77,404,0,100,450
2663,435,546,1,450,550
2664,1599,431,1,1600,450
2665,729,773,1,750,800
2666,333,133,1,350,150
2667,1426,419,1,1450,450
2668,333,113,1,350,150
2669,1041,103,1,1050,150
2670,1873,327,1,1900,350
2671,804,224,0,850,250
2672,478,128,0,500,150
2673,824,496,1,850,500
2674,131,350,1,150,350
2675,117,747,1,150,750
2676,747,115,0,750,150
2677,445,775,0,450,800
2678,349,1848,0,350,1850
2679,770,503,0,800,550
2680,1154,515,1,1200,550
2681,382,475,0,400,500
2682,389,310,1,400,350
2683,133,325,1,150,350
2684,2098,327,0,2100,350
2685,148,1304,1,150,1350
2686,422,308,0,450,350
2687,765,2339,0,800,2350
2688,486,178,0,500,200
2689,955,492,0,1000,500
2690,565,597,1,600,600
2691,1304,517,1,1350,550
2692,593,435,0,600,450
2693,360,400,1,400,400
2694,189,175,0,200,200
2695,355,351,1,400,400
2696,353,466,1,400,500
2697,103,513,1,150,550
2698,495,942,1,500,950
2699,385,177,0,400,200
2700,437,2109,0,450,2150
2701,1124,482,1,1150,500
2702,103,522,1,150,550
2703,439,513,1,450,550
2704,502,178,1,550,200
2705,772,836,0,800,850
2706,2419,100,0,2450,100
2707,86,240,1,100,250
2708,139,513,1,150,550
2709,790,199,0,800,200
2710,110,941,1,150,950
2711,175,836,0,200,850
2712,505,1019,0,550,1050
2713,794,726,0,800,750
2714,919,473,0,950,500
2715,766,674,1,800,700
2716,904,216,1,950,250
2717,729,629,0,750,650
2718,449,540,0,450,550
2719,234,333,0,250,350
2720,141,168,1,150,200
2721,802,1826,0,850,1850
2722,442,123,0,450,150
2723,444,1512,0,450,1550
2724,577,1848,1,600,1850
2725,123,359,0,150,400
2726,495,546,1,500,550
2727,148,464,1,150,500
2728,351,703,1,400,750
2729,954,172,0,1000,200
2730,501,941,1,550,950
2731,861,719,1,900,750
2732,453,597,1,500,600
2733,396,139,1,400,150
2734,539,927,0,550,950
2735,224,350,0,250,350
2736,149,770,1,150,800
2737,424,795,1,450,800
2738,185,597,1,200,600
2739,322,2266,1,350,2300
2740,474,640,0,500,650
2741,741,1391,1,750,1400
2742,110,139,1,150,150
2743,167,377,0,200,400
2744,440,357,0,450,400
2745,495,1140,1,500,1150
2746,362,314,1,400,350
2747,233,410,1,250,450
2748,357,445,1,400,450
2749,1298,442,1,1300,450
2750,95,941,1,100,950
2751,79,424,1,100,450
2752,593,339,0,600,350
2753,148,91,1,150,100
2754,325,264,1,350,300
2755,811,592,0,850,600
2756,953,595,0,1000,600
2757,340,380,1,350,400
2758,128,175,0,150,200
2759,752,457,0,800,500
2760,620,1944,1,650,1950
2761,408,373,0,450,400
2762,1651,847,0,1700,850
2763,453,442,1,500,450
2764,1036,2209,0,1050,2250
2765,715,540,0,750,550
2766,315,113,1,350,150
2767,1304,350,0,1350,350
2768,445,431,1,450,450
2769,108,298,1,150,300
2770,181,234,0,200,250
2771,1534,1007,1,1550,1050
2772,423,417,1,450,450
2773,208,205,0,250,250
2774,941,820,1,950,850
2775,95,522,1,100,550
2776,100,252,0,100,300
2777,108,168,1,150,200
2778,615,282,1,650,300
2779,199,312,1,200,350
2780,941,513,1,950,550
2781,791,374,0,800,400
2782,731,427,1,750,450
2783,522,363,0,550,400
2784,174,264,1,200,300
2785,315,218,1,350,250
2786,458,1670,1,500,1700
2787,495,600,1,500,600
2788,184,2161,0,200,2200
2789,207,1060,0,250,1100
2790,91,683,1,100,700
2791,297,409,1,300,450
2792,659,1049,1,700,1050
2793,840,719,1,850,750
2794,370,372,1,400,400
2795,942,1298,1,950,1300
2796,365,465,0,400,500
2797,316,164,0,350,200
2798,396,142,1,400,150
2799,671,217,0,700,250
2800,631,156,0,650,200
2801,609,340,0,650,350
2802,382,625,0,400,650
2803,889,311,0,900,350
2804,122,661,0,150,700
2805,249,140,0,250,150
2806,396,972,1,400,1000
2807,824,242,1,850,250
2808,1036,330,0,1050,350
2809,322,599,1,350,600
2810,557,340,0,600,350
2811,625,706,0,650,750
2812,417,515,0,450,550
2813,207,505,0,250,550
2814,339,484,0,350,500
2815,1481,746,0,1500,750
2816,566,427,1,600,450
2817,377,330,1,400,350
2818,535,391,0,550,400
2819,662,519,1,700,550
2820,1873,343,0,1900,350
2821,620,74,1,650,100
2822,913,325,1,950,350
2823,216,1140,1,250,1150
2824,558,783,0,600,800
2825,128,282,1,150,300
2826,371,342,1,400,350
2827,268,501,0,300,550
2828,522,683,1,550,700
2829,658,54,0,700,100
2830,566,962,0,600,1000
2831,913,1140,1,950,1150
2832,70,174,1,100,200
2833,1556,1484,1,1600,1500
2834,2567,356,0,2600,400
2835,403,420,1,450,450
2836,1599,351,0,1600,400
2837,755,895,1,800,900
2838,107,114,1,150,150
2839,904,808,1,950,850
2840,103,2136,1,150,2150
2841,476,501,0,500,550
2842,277,108,0,300,150
2843,172,1976,1,200,2000
2844,861,502,0,900,550
2845,252,546,1,300,550
2846,296,288,1,300,300
2847,1529,1007,1,1550,1050
2848,201,433,0,250,450
2849,100,276,1,100,300
2850,108,452,0,150,500
2851,258,113,1,300,150
2852,379,393,1,400,400
2853,623,176,0,650,200
2854,184,913,0,200,950
2855,222,711,0,250,750
2856,179,70,1,200,100
2857,822,755,1,850,800
2858,284,888,0,300,900
2859,403,105,0,450,150
2860,921,128,0,950,150
2861,359,1461,0,400,1500
2862,281,140,0,300,150
2863,895,2136,1,900,2150
2864,365,154,1,400,200
2865,1290,377,1,1300,400
2866,557,433,0,600,450
2867,463,235,0,500,250
2868,1748,390,0,1750,400
2869,1134,361,1,1150,400
2870,327,254,0,350,300
2871,1586,956,1,1600,1000
2872,482,586,0,500,600
2873,747,879,1,750,900
2874,394,374,1,400,400
2875,748,365,1,750,400
2876,304,163,0,350,200
2877,668,146,0,700,150
2878,536,795,1,550,800
2879,439,142,1,450,150
2880,85,74,1,100,100
2881,436,983,0,450,1000
2882,456,773,1,500,800
2883,424,617,0,450,650
2884,149,942,0,150,950
2885,664,249,0,700,250
2886,913,814,1,950,850
2887,67,847,0,100,850
2888,249,715,0,250,750
2889,359,485,0,400,500
2890,410,298,0,450,300
2891,288,486,0,300,500
2892,121,114,0,150,150
2893,618,977,0,650,1000
2894,296,208,0,300,250
2895,76,264,1,100,300
2896,311,1461,0,350,1500
2897,232,505,1,250,550
2898,480,941,1,500,950
2899,482,1914,0,500,1950
2900,453,582,0,500,600
2901,1156,1436,1,1200,1450
2902,416,665,0,450,700
2903,620,755,1,650,800
2904,721,515,0,750,550
2905,86,356,0,100,400
2906,548,277,1,550,300
2907,1499,1461,1,1500,1500
2908,2548,399,0,2550,400
2909,148,941,1,150,950
2910,403,711,0,450,750
2911,360,418,1,400,450
2912,923,333,1,950,350
2913,362,308,1,400,350
2914,359,403,1,400,450
2915,1584,1203,0,1600,1250
2916,559,597,1,600,600
2917,686,365,1,700,400
2918,498,3000,0,500,3000
2919,557,199,1,600,200
2920,1391,836,0,1400,850
2921,207,1507,0,250,1550
2922,422,439,1,450,450
2923,1935,355,0,1950,400
2924,318,363,1,350,400
2925,264,128,1,300,150
2926,1194,398,0,1200,400
2927,1382,218,1,1400,250
2928,304,1101,1,350,1150
2929,158,410,1,200,450
2930,1031,110,1,1050,150
2931,218,598,0,250,600
2932,759,913,1,800,950
2933,1304,931,1,1350,950
2934,284,173,0,300,200
2935,1178,661,0,1200,700
2936,1382,431,1,1400,450
2937,320,418,0,350,450
2938,164,411,0,200,450
2939,334,353,0,350,400
2940,546,597,1,550,600
2941,353,370,1,400,400
2942,1988,365,0,2000,400
2943,422,796,0,450,800
2944,216,921,0,250,950
2945,781,607,0,800,650
2946,670,292,0,700,300
2947,563,279,0,600,300
2948,625,3000,0,650,3000
2949,198,389,0,200,400
2950,1023,128,0,1050,150
2951,317,797,0,350,800
2952,224,747,0,250,750
2953,410,104,0,450,150
2954,98,334,0,100,350
2955,1944,597,1,1950,600
2956,241,713,0,250,750
2957,972,282,1,1000,300
2958,727,325,1,750,350
2959,437,355,0,450,400
2960,199,800,1,200,800
2961,784,968,1,800,1000
2962,1335,1685,0,1350,1700
2963,183,277,0,200,300
2964,102,1507,1,150,1550
2965,96,1067,0,100,1100
2966,337,437,0,350,450
2967,91,2136,1,100,2150
2968,465,526,1,500,550
2969,423,412,0,450,450
2970,770,365,0,800,400
2971,1220,467,0,1250,500
2972,580,1812,1,600,1850
2973,201,1871,0,250,1900
2974,298,69,1,300,100
2975,952,782,0,1000,800
2976,504,399,0,550,400
2977,1748,781,1,1750,800
2978,157,418,0,200,450
2979,913,600,1,950,600
2980,169,2220,0,200,2250
2981,620,495,0,650,500
2982,580,396,1,600,400
2983,1156,599,1,1200,600
2984,822,913,0,850,950
2985,472,390,0,500,400
2986,1094,963,0,1100,1000
2987,1455,956,0,1500,1000
2988,913,431,1,950,450
2989,835,424,0,850,450
2990,233,558,0,250,600
2991,240,972,1,250,1000
2992,144,895,1,150,900
2993,200,2177,1,200,2200
2994,1058,280,1,1100,300
2995,953,431,0,1000,450
2996,464,178,1,500,200
2997,1058,787,0,1100,800
2998,95,972,1,100,1000
2999,972,565,1,1000,600
3000,235,955,1,250,1000
3001,44,711,0,50,750
3002,824,1944,1,850,1950
3003,398,423,0,400,450
3004,904,1208,1,950,1250
3005,199,424,1,200,450
3006,2161,784,0,2200,800
3007,853,172,0,900,200
3008,54,410,0,100,450
3009,475,804,1,500,850
3010,776,913,1,800,950
3011,108,69,1,150,100
3012,1134,343,0,1150,350
3013,142,424,1,150,450
3014,746,998,0,750,1000
3015,1023,631,0,1050,650
3016,546,74,0,550,100
3017,456,580,1,500,600
3018,658,787,0,700,800
3019,435,904,1,450,950
3020,516,781,0,550,800
3021,499,895,1,500,900
3022,736,374,0,750,400
3023,117,200,0,150,200
3024,208,237,0,250,250
3025,184,638,0,200,650
3026,1029,597,0,1050,600
3027,941,464,1,950,500
3028,1101,333,1,1150,350
3029,828,685,0,850,700
3030,352,472,1,400,500
3031,894,998,0,900,1000
3032,439,156,1,450,200
3033,747,70,0,750,100
3034,369,205,0,400,250
3035,442,237,0,450,250
3036,98,264,1,100,300
3037,144,536,1,150,550
3038,866,2313,0,900,2350
3039,352,445,1,400,450
3040,177,972,1,200,1000
3041,480,142,1,500,150
3042,96,139,1,100,150
3043,449,396,1,450,400
3044,520,1140,1,550,1150
3045,104,158,0,150,200
3046,775,371,0,800,400
3047,665,1484,0,700,1500
3048,242,239,0,250,250
3049,437,217,0,450,250
3050,861,252,1,900,300
3051,938,359,0,950,400
3052,2925,643,0,2950,650
3053,258,325,1,300,350
3054,628,938,0,650,950
3055,213,526,0,250,550
3056,520,942,1,550,950
3057,357,325,1,400,350
3058,425,444,1,450,450
3059,208,377,1,250,400
3060,170,517,1,200,550
3061,148,800,1,150,800
3062,200,139,0,200,150
3063,2136,424,1,2150,450
3064,91,128,1,100,150
3065,355,99,1,400,100
3066,662,501,0,700,550
3067,1304,536,1,1350,550
3068,1374,634,0,1400,650
3069,2177,1125,0,2200,1150
3070,133,1651,0,150,1700
3071,435,76,0,450,100
3072,103,335,0,150,350
3073,2266,1391,1,2300,1400
3074,110,2136,1,150,2150
3075,1436,380,1,1450,400
3076,163,456,0,200,500
3077,1745,338,1,1750,350
3078,1220,198,1,1250,200
3079,369,839,0,400,850
3080,312,322,1,350,350
3081,369,847,0,400,850
3082,439,592,0,450,600
3083,1534,1651,1,1550,1700
3084,369,622,0,400,650
3085,86,800,1,100,800
3086,1304,795,1,1350,800
3087,1378,1276,0,1400,1300
3088,339,490,1,350,500
3089,1712,1669,1,1750,1700
3090,140,339,1,150,350
3091,536,1601,0,550,1650
3092,955,427,0,1000,450
3093,159,399,0,200,400
3094,598,2339,1,600,2350
3095,352,315,1,400,350
3096,404,323,0,450,350
3097,44,3000,0,50,3000
3098,480,800,1,500,800
3099,439,895,1,450,900
3100,908,276,0,950,300
3101,190,199,1,200,200
3102,437,622,0,450,650
3103,58,553,1,100,600
3104,1017,205,0,1050,250
3105,1529,1651,1,1550,1700
3106,1304,2136,1,1350,2150
3107,2221,1103,1,2250,1150
3108,566,719,1,600,750
3109,184,393,0,200,400
3110,1382,564,1,1400,600
3111,1290,345,0,1300,350
3112,142,322,1,150,350
3113,169,3000,0,200,3000
3114,177,380,0,200,400
3115,453,1086,0,500,1100
3116,315,333,1,350,350
3117,907,1033,1,950,1050
3118,2012,2266,1,2050,2300
3119,404,261,0,450,300
3120,91,820,1,100,850
3121,495,205,0,500,250
3122,312,800,1,350,800
3123,596,255,0,600,300
3124,1426,781,1,1450,800
3125,466,160,0,500,200
3126,794,328,0,800,350
3127,464,146,1,500,150
3128,941,375,0,950,400
3129,857,1871,1,900,1900
3130,377,1447,1,400,1450
3131,284,325,0,300,350
3132,190,364,0,200,400
3133,169,178,0,200,200
3134,86,97,1,100,100
3135,117,270,1,150,300
3136,201,713,0,250,750
3137,614,729,1,650,750
3138,103,154,0,150,200
3139,591,167,0,600,200
3140,1382,814,1,1400,850
3141,427,442,1,450,450
3142,248,505,0,250,550
3143,199,332,0,200,350
3144,1161,375,0,1200,400
3145,501,156,1,550,200
3146,566,550,1,600,550
3147,288,314,1,300,350
3148,869,707,0,900,750
