,p1_len,p2_len,p1_len_bin,p2_len_bin,pair_len,pair_bin,y_hat,label,model_name,tp,fp,tn,fn,t,f
54879,158,370,200,400,370,400,0.1272151470184326,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54880,357,315,400,350,357,400,0.4779224693775177,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54881,524,599,550,600,599,600,0.0574790202081203,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54882,1032,198,1050,200,1032,1050,0.5756128430366516,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54883,419,344,450,350,419,450,0.2192916423082351,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54884,404,662,450,700,662,700,0.4035194516181946,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54885,184,2548,200,2550,2548,2550,0.2646140158176422,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54886,437,1461,450,1500,1461,1500,0.4592268168926239,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54887,268,669,300,700,669,700,0.1774351447820663,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54888,1093,198,1100,200,1093,1100,0.3049354553222656,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54889,1481,955,1500,1000,1481,1500,0.5370330214500427,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54890,1094,804,1100,850,1094,1100,0.5458707809448242,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54891,1290,224,1300,250,1290,1300,0.1159810647368431,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54892,672,62,700,100,672,700,0.6615985035896301,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54893,804,894,850,900,894,900,0.6495174169540405,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54894,745,543,750,550,745,750,0.7275980710983276,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54895,452,473,500,500,473,500,0.5164273977279663,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54896,261,1606,300,1650,1606,1650,0.0774911642074585,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54897,146,315,150,350,315,350,0.9761177897453308,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54898,216,913,250,950,913,950,0.5576456785202026,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54899,359,1601,400,1650,1601,1650,0.6302059292793274,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54900,93,355,100,400,355,400,0.5409128665924072,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54901,559,942,600,950,942,950,0.4359416961669922,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54902,921,1156,950,1200,1156,1200,0.5371227264404297,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54903,1435,715,1450,750,1435,1450,0.6435198187828064,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54904,422,420,450,450,422,450,0.3257167339324951,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54905,849,2224,850,2250,2224,2250,0.0241331197321414,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54906,423,505,450,550,505,550,0.0254563279449939,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54907,123,360,150,400,360,400,0.5235533118247986,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54908,429,426,450,450,429,450,0.4781197905540466,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54909,617,230,650,250,617,650,0.7669539451599121,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54910,1290,499,1300,500,1290,1300,0.4121492505073547,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54911,357,352,400,400,357,400,0.3015190660953522,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54912,765,1220,800,1250,1220,1250,0.5402663350105286,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54913,304,333,350,350,333,350,0.5529415607452393,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54914,168,427,200,450,427,450,0.0126942358911037,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54915,424,683,450,700,683,700,0.8343712091445923,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54916,800,895,800,900,895,900,0.3520760834217071,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54917,252,628,300,650,628,650,0.1284527033567428,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54918,298,355,300,400,355,400,0.362704187631607,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54919,878,567,900,600,878,900,0.5023355484008789,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54920,105,174,150,200,174,200,0.5646806955337524,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54921,211,504,250,550,504,550,0.694491982460022,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54922,1032,1093,1050,1100,1093,1100,0.692903459072113,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54923,840,734,850,750,840,850,0.386360228061676,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54924,216,719,250,750,719,750,0.6892096400260925,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54925,347,485,350,500,485,500,0.0739965289831161,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54926,258,501,300,550,501,550,0.6635646820068359,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54927,557,1041,600,1050,1041,1050,0.8889151811599731,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54928,380,669,400,700,669,700,0.3647781014442444,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54929,312,972,350,1000,972,1000,0.8476228713989258,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54930,1436,2266,1450,2300,2266,2300,0.5128307938575745,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54931,974,894,1000,900,974,1000,0.7292099595069885,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54932,1058,1996,1100,2000,1996,2000,0.2656288743019104,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54933,69,1020,100,1050,1020,1050,0.4273691177368164,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54934,320,113,350,150,320,350,0.6709111928939819,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54935,108,141,150,150,141,150,0.9289437532424928,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54936,116,244,150,250,244,250,0.0418865717947483,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54937,1586,839,1600,850,1586,1600,0.1317186802625656,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54938,76,128,100,150,128,150,0.4468386769294739,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54939,85,147,100,150,147,150,0.0936986282467842,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54940,790,617,800,650,790,800,0.5039139986038208,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54941,913,352,950,400,913,950,0.7167584896087646,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54942,166,1007,200,1050,1007,1050,0.0752423554658889,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54943,200,117,200,150,200,200,0.483650803565979,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54944,68,340,100,350,340,350,0.6065002679824829,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54945,115,156,150,200,156,200,0.5132474303245544,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54946,148,86,150,100,148,150,0.8782358169555664,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54947,1873,598,1900,600,1873,1900,0.0316719934344291,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54948,394,218,400,250,394,400,0.0398220419883728,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54949,1382,325,1400,350,1382,1400,0.7830117344856262,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54950,377,172,400,200,377,400,0.460566759109497,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54951,243,511,250,550,511,550,0.0797376483678817,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54952,58,1651,100,1700,1651,1700,0.0239500347524881,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54953,1017,286,1050,300,1017,1050,0.4585329890251159,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54954,314,254,350,300,314,350,0.5077731013298035,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54955,1584,517,1600,550,1584,1600,0.5320420265197754,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54956,334,107,350,150,334,350,0.5854161381721497,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54957,131,297,150,300,297,300,0.5472766757011414,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54958,256,725,300,750,725,750,0.1195318847894668,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54959,850,2839,850,2850,2839,2850,0.3124659657478332,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54960,800,142,800,150,800,800,0.4371881186962127,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54961,102,442,150,450,442,450,0.8817972540855408,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54962,277,493,300,500,493,500,0.5335822105407715,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54963,921,684,950,700,921,950,0.4314250648021698,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54964,439,683,450,700,683,700,0.6549615859985352,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54965,495,1507,500,1550,1507,1550,0.7360026836395264,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54966,235,553,250,600,553,600,0.4096471667289734,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54967,1304,1098,1350,1100,1304,1350,0.6951889991760254,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54968,482,587,500,600,587,600,0.2201927602291107,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54969,351,310,400,350,351,400,0.111749455332756,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54970,759,313,800,350,759,800,0.3233862221240997,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54971,216,759,250,800,759,800,0.5829553604125977,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54972,782,849,800,850,849,850,0.6722157001495361,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54973,86,122,100,150,122,150,0.6933016777038574,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54974,2925,1461,2950,1500,2925,2950,0.518537700176239,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54975,233,1032,250,1050,1032,1050,0.4860320091247558,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54976,277,734,300,750,734,750,0.5284473896026611,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54977,849,804,850,850,849,850,0.6256871819496155,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54978,216,1298,250,1300,1298,1300,0.4995403289794922,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54979,467,504,500,550,504,550,0.4911743700504303,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54980,598,1103,600,1150,1103,1150,0.046053223311901,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54981,3000,239,3000,250,3000,3000,0.396147757768631,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54982,719,427,750,450,719,750,0.1244934871792793,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54983,326,418,350,450,418,450,0.5475905537605286,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54984,343,626,350,650,626,650,0.126655712723732,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54985,814,431,850,450,814,850,0.6963899731636047,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54986,1871,931,1900,950,1871,1900,0.5232702493667603,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54987,134,164,150,200,164,200,0.0504868403077125,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54988,502,178,550,200,502,550,0.809464693069458,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54989,797,465,800,500,797,800,0.4033185541629791,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54990,216,559,250,600,559,600,0.3280799388885498,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54991,783,406,800,450,783,800,0.3181051611900329,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54992,98,128,100,150,128,150,0.3901897966861725,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
54993,498,519,500,550,519,550,0.0737611725926399,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54994,630,406,650,450,630,650,0.1013719663023948,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54995,908,208,950,250,908,950,0.5354795455932617,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54996,478,1378,500,1400,1378,1400,0.0361060984432697,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
54997,1939,427,1950,450,1939,1950,0.5455740690231323,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
54998,95,103,100,150,103,150,0.8688557744026184,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
54999,349,411,350,450,411,450,0.5147702693939209,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55000,257,998,300,1000,998,1000,0.3323517143726349,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55001,1223,461,1250,500,1223,1250,0.1043896228075027,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55002,86,201,100,250,201,250,0.509812593460083,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55003,720,640,750,650,720,750,0.181514024734497,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55004,297,373,300,400,373,400,0.0982909128069877,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55005,1381,400,1400,400,1381,1400,0.6657803058624268,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55006,166,528,200,550,528,550,0.0237095113843679,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55007,566,860,600,900,860,900,0.3780706822872162,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55008,173,2136,200,2150,2136,2150,0.7412400841712952,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55009,310,171,350,200,310,350,0.6396953463554382,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55010,501,755,550,800,755,800,0.4866280853748321,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55011,861,435,900,450,861,900,0.621714174747467,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55012,781,518,800,550,781,800,0.3530161678791046,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55013,913,357,950,400,913,950,0.9071223735809326,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55014,1041,2136,1050,2150,2136,2150,0.7913252711296082,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55015,598,1020,600,1050,1020,1050,0.5133311152458191,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55016,494,440,500,450,494,500,0.0557000190019607,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55017,282,155,300,200,282,300,0.921506404876709,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55018,550,600,550,600,600,600,0.3638302981853485,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55019,360,770,400,800,770,800,0.4951694905757904,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55020,252,120,300,150,252,300,0.0238635409623384,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55021,1873,797,1900,800,1873,1900,0.0929341912269592,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55022,2240,628,2250,650,2240,2250,0.3709443509578705,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55023,1007,237,1050,250,1007,1050,0.5079455375671387,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55024,102,942,150,950,942,950,0.1922361850738525,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55025,101,3000,150,3000,3000,3000,0.0259671304374933,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55026,913,1313,950,1350,1313,1350,0.6711063981056213,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55027,96,972,100,1000,972,1000,0.5156208872795105,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55028,3000,44,3000,50,3000,3000,0.7646003365516663,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55029,134,422,150,450,422,450,0.2032403349876403,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55030,339,492,350,500,492,500,0.2057715505361557,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55031,904,863,950,900,904,950,0.5989874005317688,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55032,352,564,400,600,564,600,0.663545548915863,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55033,237,1812,250,1850,1812,1850,0.5862937569618225,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55034,800,2136,800,2150,2136,2150,0.7445027828216553,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55035,1050,504,1050,550,1050,1050,0.0451780445873737,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55036,139,941,150,950,941,950,0.7796258926391602,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55037,199,439,200,450,439,450,0.8529869318008423,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55038,1685,3000,1700,3000,3000,3000,0.0868571102619171,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55039,240,941,250,950,941,950,0.8316993117332458,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55040,91,142,100,150,142,150,0.4444084167480469,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55041,559,1298,600,1300,1298,1300,0.4921593368053436,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55042,913,1382,950,1400,1382,1400,0.6996356844902039,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55043,659,437,700,450,659,700,0.1434106081724167,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55044,550,860,550,900,860,900,0.6164080500602722,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55045,369,3000,400,3000,3000,3000,0.2633824050426483,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55046,129,1010,150,1050,1010,1050,0.7926734089851379,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55047,68,431,100,450,431,450,0.6695622801780701,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55048,173,955,200,1000,955,1000,0.4901592433452606,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55049,385,726,400,750,726,750,0.156403437256813,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55050,360,379,400,400,379,400,0.3212537467479706,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55051,128,1124,150,1150,1124,1150,0.7468506097793579,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55052,495,550,500,550,550,550,0.3115120530128479,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55053,1586,484,1600,500,1586,1600,0.3824826180934906,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55054,593,1871,600,1900,1871,1900,0.6203334331512451,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55055,298,141,300,150,298,300,0.6083757877349854,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55056,96,895,100,900,895,900,0.6162318587303162,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55057,1581,464,1600,500,1581,1600,0.6174774765968323,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55058,510,852,550,900,852,900,0.3958247601985931,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55059,134,132,150,150,134,150,0.8534119129180908,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55060,168,256,200,300,256,300,0.9914626479148864,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55061,141,553,150,600,553,600,0.5585230588912964,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55062,210,157,250,200,210,250,0.5615490078926086,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55063,594,1484,600,1500,1484,1500,0.4465104639530182,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55064,95,464,100,500,464,500,0.754034698009491,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55065,840,220,850,250,840,850,0.0224070828408002,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55066,796,273,800,300,796,800,0.5359353423118591,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55067,747,749,750,750,749,750,0.5164424777030945,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55068,298,410,300,450,410,450,0.9026711583137512,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55069,941,427,950,450,941,950,0.1305398195981979,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55070,149,1298,150,1300,1298,1300,0.6993869543075562,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55071,1586,1580,1600,1600,1586,1600,0.4299482107162475,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55072,1826,420,1850,450,1826,1850,0.0944569185376167,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55073,499,322,500,350,499,500,0.8249992728233337,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55074,128,518,150,550,518,550,0.2592714130878448,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55075,300,1153,300,1200,1153,1200,0.1379347443580627,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55076,219,466,250,500,466,500,0.1407866925001144,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55077,366,252,400,300,366,400,0.5161632895469666,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55078,291,962,300,1000,962,1000,0.4474099278450012,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55079,908,1484,950,1500,1484,1500,0.5234695672988892,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55080,609,1914,650,1950,1914,1950,0.5966204404830933,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55081,502,268,550,300,502,550,0.5085561871528625,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55082,499,110,500,150,499,500,0.8965554237365723,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55083,713,1249,750,1250,1249,1250,0.3041838407516479,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55084,1140,1298,1150,1300,1298,1300,0.5653771162033081,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55085,546,719,550,750,719,750,0.5727276802062988,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55086,77,519,100,550,519,550,0.3779275119304657,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55087,320,472,350,500,472,500,0.1285442858934402,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55088,146,178,150,200,178,200,0.8673676252365112,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55089,201,201,250,250,201,250,0.815247654914856,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55090,474,424,500,450,474,500,0.1646291464567184,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55091,103,820,150,850,820,850,0.680824875831604,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55092,102,578,150,600,578,600,0.395531952381134,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55093,495,442,500,450,495,500,0.5837519764900208,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55094,1097,178,1100,200,1097,1100,0.0720562115311622,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55095,503,1584,550,1600,1584,1600,0.3933823406696319,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55096,201,417,250,450,417,450,0.3041226267814636,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55097,102,731,150,750,731,750,0.0570113994181156,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55098,465,2997,500,3000,2997,3000,0.6434028744697571,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55099,96,683,100,700,683,700,0.5704299211502075,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55100,501,895,550,900,895,900,0.604378879070282,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55101,757,97,800,100,757,800,0.4884189367294311,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55102,326,352,350,400,352,400,0.4147247672080993,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55103,91,155,100,200,155,200,0.1691749989986419,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55104,386,1009,400,1050,1009,1050,0.447702020406723,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55105,318,1382,350,1400,1382,1400,0.0568900667130947,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55106,467,389,500,400,467,500,0.4460233747959137,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55107,1032,527,1050,550,1032,1050,0.6485463976860046,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55108,631,183,650,200,631,650,0.3333671391010284,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55109,437,365,450,400,437,450,0.5181471705436707,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55110,496,755,500,800,755,800,0.5044279098510742,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55111,800,322,800,350,800,800,0.8397880792617798,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55112,281,348,300,350,348,350,0.0850972831249237,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55113,333,472,350,500,472,500,0.1491057276725769,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55114,421,1321,450,1350,1321,1350,0.7008798122406006,0.0,squeezeprot_sp_nonstrict,0,1,0,0,0,1
55115,144,352,150,400,352,400,0.0950371399521827,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55116,86,727,100,750,727,750,0.5943126082420349,1.0,squeezeprot_sp_nonstrict,1,0,0,0,1,0
55117,1093,224,1100,250,1093,1100,0.0809877142310142,1.0,squeezeprot_sp_nonstrict,0,0,0,1,0,1
55118,504,99,550,100,504,550,0.1199615821242332,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55119,278,913,300,950,913,950,0.3940111696720123,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55120,252,494,300,500,494,500,0.0708288922905922,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
55121,436,471,450,500,471,500,0.3695418238639831,0.0,squeezeprot_sp_nonstrict,0,0,1,0,1,0
